编码1,编码2,相似度
家庭期望压力,他人成就压力,0.7662
家庭期望压力,思维反刍倾向,0.6842
家庭期望压力,社会竞争环境强化,0.7009
家庭期望压力,内在价值冲突,0.7191
家庭期望压力,同辈竞争压力加剧,0.7769
家庭期望压力,同伴学习行为引发的焦虑,0.5700
家庭期望压力,成功焦虑驱动的自我监控,0.6882
家庭期望压力,生存压力加剧,0.7721
家庭期望压力,休闲活动的时间消耗感,0.6340
家庭期望压力,社会竞争氛围内化,0.6271
家庭期望压力,填鸭式教育经历,0.6032
家庭期望压力,社会比较压力,0.8076
家庭期望压力,效率至上价值观,0.5839
家庭期望压力,对落后于他人的担忧,0.6762
家庭期望压力,自我价值绑定于持续产出,0.5914
家庭期望压力,自我施加的完美主义倾向,0.7182
家庭期望压力,同辈竞争性参照,0.6096
家庭期望压力,自我提升的迫切需求,0.6929
家庭期望压力,同伴行为带来的隐性压力,0.7519
家庭期望压力,家庭成就期待压力,0.8508
家庭期望压力,成就导向驱动的自我要求,0.6870
家庭期望压力,内卷环境下的行为惯性,0.6540
家庭期望压力,工作压力引发的休息冲突,0.8121
家庭期望压力,学业成绩导向的教育氛围,0.7651
家庭期望压力,内卷环境与休息渴望的冲突,0.7115
家庭期望压力,群体性内卷压力,0.7352
家庭期望压力,担忧被他人超越,0.7546
家庭期望压力,卷躺两难困境,0.5842
家庭期望压力,能力与期望不匹配,0.8012
家庭期望压力,自我行为不一致引发的内疚,0.6797
家庭期望压力,未完成应尽责任引发的自我谴责,0.6496
家庭期望压力,他人成就引发的不利自我对照,0.6323
家庭期望压力,学业压力驱动的休息否定,0.8306
家庭期望压力,竞争环境下的休息污名化,0.6506
家庭期望压力,功利主义价值观对休息的贬低,0.5991
家庭期望压力,同辈行为参照引发的自我审视,0.6248
家庭期望压力,休息价值感缺失,0.7804
家庭期望压力,成绩导向的社会评价,0.7043
家庭期望压力,内外压力叠加,0.8595
家庭期望压力,早期高压教育灌输,0.7172
家庭期望压力,同辈竞争驱动的自我压榨,0.6133
家庭期望压力,对成绩与生活的焦虑,0.7247
家庭期望压力,社会竞争压力内化,0.7630
家庭期望压力,应试教育惯性,0.6174
家庭期望压力,恐惧被他人超越,0.6316
家庭期望压力,遵从努力型社会规范的压力,0.7562
家庭期望压力,目标模糊引发的自我苛责,0.6707
家庭期望压力,优绩主义文化压力,0.7721
家庭期望压力,传统家庭教育规训,0.7790
家庭期望压力,社会大众心理氛围,0.7593
家庭期望压力,同辈竞争焦虑,0.6971
家庭期望压力,社会功利文化压力,0.7587
家庭期望压力,自我价值绑定于生产力,0.6389
家庭期望压力,错失恐惧驱动,0.6808
家庭期望压力,学习效率低下引发的自我责备,0.6490
家庭期望压力,重要他人高期待压力,0.8496
家庭期望压力,亲密关系中的能力落差感,0.6555
家庭期望压力,教育环境内卷氛围,0.6847
家庭期望压力,未来方向不确定性,0.7372
家庭期望压力,环境竞争压力,0.7502
家庭期望压力,情绪调节困难,0.7104
家庭期望压力,社会对高效产出的推崇,0.6472
家庭期望压力,忙碌脱离不适感,0.7232
家庭期望压力,未来方向不明引发的休息焦虑,0.7426
家庭期望压力,自我努力不足感,0.7329
家庭期望压力,过度焦虑倾向,0.7660
家庭期望压力,他人比较引发的心理失衡,0.7205
家庭期望压力,忙碌即价值的社会观念,0.6415
家庭期望压力,害怕落后的焦虑,0.6818
家庭期望压力,对休息即浪费时间的自我苛责,0.6807
家庭期望压力,教育环境传递的功利价值观,0.5627
家庭期望压力,勤奋崇拜文化,0.6180
家庭期望压力,同辈努力感知压力,0.7733
家庭期望压力,竞争性社会氛围感知,0.6727
家庭期望压力,多重结构性压力叠加,0.8298
家庭期望压力,就业竞争压力,0.8227
家庭期望压力,应试教育导向下的时间紧迫感,0.5945
家庭期望压力,高竞争环境下的不敢松懈心理,0.7323
家庭期望压力,表面努力的压力,0.7238
目标与能力失衡引发的时间侵占,同侪努力引发的休息不适,0.6669
目标与能力失衡引发的时间侵占,自我高期望引发的休息冲突,0.6819
目标与能力失衡引发的时间侵占,同侪水平相近时的攀比压力,0.5888
目标与能力失衡引发的时间侵占,成就动机驱动,0.6650
目标与能力失衡引发的时间侵占,重要他人期望压力,0.5646
目标与能力失衡引发的时间侵占,同辈努力参照,0.6347
目标与能力失衡引发的时间侵占,社会焦虑氛围渗透,0.5504
目标与能力失衡引发的时间侵占,机构文化强调自律与进取,0.4648
目标与能力失衡引发的时间侵占,就业前景不确定性带来的压力,0.6401
目标与能力失衡引发的时间侵占,教育中缺乏对休闲正当性的认可,0.5602
目标与能力失衡引发的时间侵占,未完成任务压力,0.6836
目标与能力失衡引发的时间侵占,早期愧疚导向的教养方式,0.5509
目标与能力失衡引发的时间侵占,外部高期待压力,0.6394
目标与能力失衡引发的时间侵占,自我成就标准过高,0.6451
目标与能力失衡引发的时间侵占,对他人负面评价的恐惧,0.5285
目标与能力失衡引发的时间侵占,无意识的社会比较倾向,0.5882
目标与能力失衡引发的时间侵占,同辈群体的竞争氛围,0.6589
目标与能力失衡引发的时间侵占,社会竞争压力,0.6453
目标与能力失衡引发的时间侵占,自我要求严苛,0.6127
目标与能力失衡引发的时间侵占,内耗型思维模式,0.6218
目标与能力失衡引发的时间侵占,过度关注他人表现,0.6738
目标与能力失衡引发的时间侵占,资本主义社会对人的异化,0.4547
目标与能力失衡引发的时间侵占,价值条件化的教育影响,0.5928
目标与能力失衡引发的时间侵占,社会内卷与经济不安全感,0.5082
目标与能力失衡引发的时间侵占,同辈学业努力对比,0.6058
目标与能力失衡引发的时间侵占,自我成长期待冲突,0.6080
目标与能力失衡引发的时间侵占,家庭优先学习理念灌输,0.5519
目标与能力失衡引发的时间侵占,学校内卷化学习氛围,0.5651
目标与能力失衡引发的时间侵占,社会整体内卷风气,0.5756
目标与能力失衡引发的时间侵占,早期习惯内化,0.6074
目标与能力失衡引发的时间侵占,高压环境下的自动化思维,0.5368
目标与能力失衡引发的时间侵占,社会结构驱动的内卷压力,0.5692
目标与能力失衡引发的时间侵占,过高的自我要求,0.5960
目标与能力失衡引发的时间侵占,环境压力过大,0.6134
目标与能力失衡引发的时间侵占,成就导向的自我价值绑定,0.6342
目标与能力失衡引发的时间侵占,外部认可依赖,0.6361
目标与能力失衡引发的时间侵占,未达自我努力标准,0.6846
目标与能力失衡引发的时间侵占,焦虑敏感的个体特质,0.5160
目标与能力失衡引发的时间侵占,高压竞争的社会环境,0.6468
目标与能力失衡引发的时间侵占,应试教育塑造的行为惯性,0.5548
目标与能力失衡引发的时间侵占,过高自我目标设定,0.6771
目标与能力失衡引发的时间侵占,自我效能感不足,0.6240
目标与能力失衡引发的时间侵占,过度关注他人状态,0.6421
目标与能力失衡引发的时间侵占,自我敏感性过高,0.5234
目标与能力失衡引发的时间侵占,未来目标模糊,0.6899
目标与能力失衡引发的时间侵占,奋斗文化内化,0.6274
目标与能力失衡引发的时间侵占,奋斗价值观的文化传承,0.5706
目标与能力失衡引发的时间侵占,群体压力氛围,0.5531
目标与能力失衡引发的时间侵占,自我效能怀疑,0.5614
目标与能力失衡引发的时间侵占,社会生活节奏压迫感,0.5809
目标与能力失衡引发的时间侵占,高自我学业标准,0.5999
目标与能力失衡引发的时间侵占,升学目标驱动压力,0.6363
目标与能力失衡引发的时间侵占,学业压力内化,0.6018
目标与能力失衡引发的时间侵占,休息引发焦虑反应,0.5274
目标与能力失衡引发的时间侵占,早期价值观内化,0.6240
目标与能力失衡引发的时间侵占,同辈压力驱动的自我监控,0.6147
目标与能力失衡引发的时间侵占,理想自我与现实行为的落差,0.6261
目标与能力失衡引发的时间侵占,自动化负面思维模式,0.5689
目标与能力失衡引发的时间侵占,社会攀比压力,0.6415
目标与能力失衡引发的时间侵占,弥漫性焦虑氛围,0.5037
目标与能力失衡引发的时间侵占,亲密关系中的价值评判,0.5375
目标与能力失衡引发的时间侵占,家庭权威的期望压力,0.5324
目标与能力失衡引发的时间侵占,教育者传递的绩效焦虑,0.5354
目标与能力失衡引发的时间侵占,高压教养模式,0.4981
目标与能力失衡引发的时间侵占,成就导向型人格特质,0.6102
目标与能力失衡引发的时间侵占,目标紧迫性感知,0.6911
目标与能力失衡引发的时间侵占,计划秩序破坏敏感,0.5101
目标与能力失衡引发的时间侵占,效率至上信念,0.6599
目标与能力失衡引发的时间侵占,竞争压力下的自我不足感,0.6077
目标与能力失衡引发的时间侵占,外部比较压力,0.5524
目标与能力失衡引发的时间侵占,内在认知偏差,0.6654
目标与能力失衡引发的时间侵占,职场与校园文化规训,0.5632
目标与能力失衡引发的时间侵占,同辈压力驱动的休息不适,0.6236
目标与能力失衡引发的时间侵占,好胜性格引发的自我苛责,0.5632
目标与能力失衡引发的时间侵占,技术加速带来的紧迫感,0.6175
目标与能力失衡引发的时间侵占,对未来不确定性的焦虑,0.5149
目标与能力失衡引发的时间侵占,生存与生活压力的内化,0.5603
目标与能力失衡引发的时间侵占,他人评价的过度关注,0.5959
目标与能力失衡引发的时间侵占,幸福观的绩效化倾向,0.6129
目标与能力失衡引发的时间侵占,多源压力驱动的应然自我期待,0.6017
目标与能力失衡引发的时间侵占,自我设定目标未达成引发的内疚,0.6758
目标与能力失衡引发的时间侵占,代际劳动榜样内化,0.5688
目标与能力失衡引发的时间侵占,社会推崇进取文化,0.6261
目标与能力失衡引发的时间侵占,个人要强性格,0.5611
目标与能力失衡引发的时间侵占,高自我要求与完美主义倾向,0.6390
目标与能力失衡引发的时间侵占,时间经济化观念,0.6661
目标与能力失衡引发的时间侵占,勤劳美德内化,0.6041
目标与能力失衡引发的时间侵占,制度性过劳常态化,0.5925
目标与能力失衡引发的时间侵占,社会成功话语对休息的污名化,0.5555
目标与能力失衡引发的时间侵占,教育环境强调持续学习,0.4833
目标与能力失衡引发的时间侵占,社会内卷氛围压力,0.6650
目标与能力失衡引发的时间侵占,高压环境下的休息无效感,0.5641
目标与能力失衡引发的时间侵占,同辈竞争引发的休息愧疚,0.6228
目标与能力失衡引发的时间侵占,就业压力,0.6242
目标与能力失衡引发的时间侵占,时间管理失当,0.7622
目标与能力失衡引发的时间侵占,广泛性焦虑倾向,0.5173
目标与能力失衡引发的时间侵占,内卷环境引发的竞争压力,0.5474
目标与能力失衡引发的时间侵占,就业市场焦虑,0.5933
目标与能力失衡引发的时间侵占,休息等同于生命浪费,0.6178
目标与能力失衡引发的时间侵占,对未完成任务的恐惧,0.6114
目标与能力失衡引发的时间侵占,对目标的矛盾心理,0.7141
目标与能力失衡引发的时间侵占,未完成任务的压力,0.6847
目标与能力失衡引发的时间侵占,群体学习氛围的压迫感,0.5645
目标与能力失衡引发的时间侵占,就业前景焦虑,0.6304
目标与能力失衡引发的时间侵占,前途不确定性忧虑,0.5914
目标与能力失衡引发的时间侵占,家长期望负担,0.6667
目标与能力失衡引发的时间侵占,他人审视恐惧,0.4903
目标与能力失衡引发的时间侵占,内在成就驱力,0.6662
目标与能力失衡引发的时间侵占,未遵循个人休息计划,0.6515
目标与能力失衡引发的时间侵占,资源稀缺引发的生存焦虑,0.6513
目标与能力失衡引发的时间侵占,感知他人努力压力,0.6099
目标与能力失衡引发的时间侵占,自我高标准要求,0.6210
目标与能力失衡引发的时间侵占,不切实际的任务目标,0.7320
目标与能力失衡引发的时间侵占,高强度学业竞争感知,0.5884
目标与能力失衡引发的时间侵占,自我设定的高成就标准,0.6845
目标与能力失衡引发的时间侵占,对未来后果的灾难化预期,0.5261
目标与能力失衡引发的时间侵占,时间紧迫感,0.6747
目标与能力失衡引发的时间侵占,内在自我驱策,0.6878
目标与能力失衡引发的时间侵占,任务完成不确定性,0.7112
目标与能力失衡引发的时间侵占,竞争性社会环境压力,0.6350
目标与能力失衡引发的时间侵占,权威人物的价值观内化,0.5993
目标与能力失衡引发的时间侵占,努力与疲惫的内在冲突,0.6820
目标与能力失衡引发的时间侵占,社会整体奋进氛围的压力,0.6243
目标与能力失衡引发的时间侵占,外部高期望的内化,0.6610
目标与能力失衡引发的时间侵占,未来不确定性驱动的过度准备,0.5328
目标与能力失衡引发的时间侵占,多重压力叠加,0.6186
目标与能力失衡引发的时间侵占,竞争压力感知,0.5890
目标与能力失衡引发的时间侵占,应试教育内化的竞争焦虑,0.5493
目标与能力失衡引发的时间侵占,就业压力驱动的群体比较,0.5873
目标与能力失衡引发的时间侵占,经济独立紧迫感,0.6178
目标与能力失衡引发的时间侵占,同辈学业成就压力,0.6037
目标与能力失衡引发的时间侵占,教育灌输的效率至上观念,0.6134
目标与能力失衡引发的时间侵占,现实压力驱动的自我规训,0.6061
目标与能力失衡引发的时间侵占,自我定位模糊,0.6469
目标与能力失衡引发的时间侵占,就业导向的教育压力,0.5622
目标与能力失衡引发的时间侵占,被动卷入竞争环境,0.5603
目标与能力失衡引发的时间侵占,同伴成就引发的自我贬抑,0.5959
目标与能力失衡引发的时间侵占,高学业成就期待,0.6732
目标与能力失衡引发的时间侵占,未完成重要事务的自我责备,0.6658
目标与能力失衡引发的时间侵占,观察他人努力引发的相对懈怠感,0.6493
目标与能力失衡引发的时间侵占,竞争性评价体系压力,0.5329
目标与能力失衡引发的时间侵占,争强好胜的个性倾向,0.6637
目标与能力失衡引发的时间侵占,竞争劣势引发的焦虑投射,0.5980
目标与能力失衡引发的时间侵占,过度关注外部评价,0.6674
目标与能力失衡引发的时间侵占,学业进度压力,0.6530
目标与能力失衡引发的时间侵占,同伴内卷氛围引发的归因偏差,0.6001
目标与能力失衡引发的时间侵占,他人成就压力,0.5907
目标与能力失衡引发的时间侵占,思维反刍倾向,0.6183
目标与能力失衡引发的时间侵占,社会竞争环境强化,0.6178
目标与能力失衡引发的时间侵占,内在价值冲突,0.6514
目标与能力失衡引发的时间侵占,同辈竞争压力加剧,0.6143
目标与能力失衡引发的时间侵占,同伴学习行为引发的焦虑,0.4917
目标与能力失衡引发的时间侵占,成功焦虑驱动的自我监控,0.6076
目标与能力失衡引发的时间侵占,生存压力加剧,0.5910
目标与能力失衡引发的时间侵占,休闲活动的时间消耗感,0.6559
目标与能力失衡引发的时间侵占,社会竞争氛围内化,0.5722
目标与能力失衡引发的时间侵占,填鸭式教育经历,0.5622
目标与能力失衡引发的时间侵占,社会比较压力,0.6082
目标与能力失衡引发的时间侵占,效率至上价值观,0.5661
目标与能力失衡引发的时间侵占,对落后于他人的担忧,0.6029
目标与能力失衡引发的时间侵占,自我价值绑定于持续产出,0.5922
目标与能力失衡引发的时间侵占,自我施加的完美主义倾向,0.6743
目标与能力失衡引发的时间侵占,同辈竞争性参照,0.5696
目标与能力失衡引发的时间侵占,自我提升的迫切需求,0.6243
目标与能力失衡引发的时间侵占,同伴行为带来的隐性压力,0.5756
目标与能力失衡引发的时间侵占,家庭成就期待压力,0.5983
目标与能力失衡引发的时间侵占,成就导向驱动的自我要求,0.6241
目标与能力失衡引发的时间侵占,内卷环境下的行为惯性,0.6171
目标与能力失衡引发的时间侵占,工作压力引发的休息冲突,0.6653
目标与能力失衡引发的时间侵占,学业成绩导向的教育氛围,0.6368
目标与能力失衡引发的时间侵占,内卷环境与休息渴望的冲突,0.6174
目标与能力失衡引发的时间侵占,群体性内卷压力,0.6119
目标与能力失衡引发的时间侵占,担忧被他人超越,0.6357
目标与能力失衡引发的时间侵占,卷躺两难困境,0.5512
目标与能力失衡引发的时间侵占,能力与期望不匹配,0.7335
目标与能力失衡引发的时间侵占,自我行为不一致引发的内疚,0.6404
目标与能力失衡引发的时间侵占,未完成应尽责任引发的自我谴责,0.6237
目标与能力失衡引发的时间侵占,他人成就引发的不利自我对照,0.5927
目标与能力失衡引发的时间侵占,学业压力驱动的休息否定,0.6643
目标与能力失衡引发的时间侵占,竞争环境下的休息污名化,0.5717
目标与能力失衡引发的时间侵占,功利主义价值观对休息的贬低,0.5672
目标与能力失衡引发的时间侵占,同辈行为参照引发的自我审视,0.5494
目标与能力失衡引发的时间侵占,休息价值感缺失,0.6479
目标与能力失衡引发的时间侵占,成绩导向的社会评价,0.6063
目标与能力失衡引发的时间侵占,内外压力叠加,0.6201
目标与能力失衡引发的时间侵占,早期高压教育灌输,0.6240
目标与能力失衡引发的时间侵占,同辈竞争驱动的自我压榨,0.5684
目标与能力失衡引发的时间侵占,对成绩与生活的焦虑,0.5806
目标与能力失衡引发的时间侵占,社会竞争压力内化,0.6024
目标与能力失衡引发的时间侵占,应试教育惯性,0.5171
目标与能力失衡引发的时间侵占,恐惧被他人超越,0.5150
目标与能力失衡引发的时间侵占,遵从努力型社会规范的压力,0.5933
目标与能力失衡引发的时间侵占,目标模糊引发的自我苛责,0.7549
目标与能力失衡引发的时间侵占,优绩主义文化压力,0.6404
目标与能力失衡引发的时间侵占,传统家庭教育规训,0.6306
目标与能力失衡引发的时间侵占,社会大众心理氛围,0.6000
目标与能力失衡引发的时间侵占,同辈竞争焦虑,0.5967
目标与能力失衡引发的时间侵占,社会功利文化压力,0.6443
目标与能力失衡引发的时间侵占,自我价值绑定于生产力,0.6306
目标与能力失衡引发的时间侵占,错失恐惧驱动,0.6475
目标与能力失衡引发的时间侵占,学习效率低下引发的自我责备,0.6477
目标与能力失衡引发的时间侵占,重要他人高期待压力,0.5721
目标与能力失衡引发的时间侵占,亲密关系中的能力落差感,0.5871
目标与能力失衡引发的时间侵占,教育环境内卷氛围,0.5881
目标与能力失衡引发的时间侵占,未来方向不确定性,0.6540
目标与能力失衡引发的时间侵占,环境竞争压力,0.6236
目标与能力失衡引发的时间侵占,情绪调节困难,0.5927
目标与能力失衡引发的时间侵占,社会对高效产出的推崇,0.5971
目标与能力失衡引发的时间侵占,忙碌脱离不适感,0.6771
目标与能力失衡引发的时间侵占,未来方向不明引发的休息焦虑,0.5928
目标与能力失衡引发的时间侵占,自我努力不足感,0.6544
目标与能力失衡引发的时间侵占,过度焦虑倾向,0.6065
目标与能力失衡引发的时间侵占,他人比较引发的心理失衡,0.6290
目标与能力失衡引发的时间侵占,忙碌即价值的社会观念,0.6293
目标与能力失衡引发的时间侵占,害怕落后的焦虑,0.5641
目标与能力失衡引发的时间侵占,对休息即浪费时间的自我苛责,0.6542
目标与能力失衡引发的时间侵占,教育环境传递的功利价值观,0.5130
目标与能力失衡引发的时间侵占,勤奋崇拜文化,0.5963
目标与能力失衡引发的时间侵占,同辈努力感知压力,0.5927
目标与能力失衡引发的时间侵占,竞争性社会氛围感知,0.5708
目标与能力失衡引发的时间侵占,多重结构性压力叠加,0.6338
目标与能力失衡引发的时间侵占,就业竞争压力,0.6403
目标与能力失衡引发的时间侵占,应试教育导向下的时间紧迫感,0.6086
目标与能力失衡引发的时间侵占,高竞争环境下的不敢松懈心理,0.6245
目标与能力失衡引发的时间侵占,表面努力的压力,0.5748
同侪努力引发的休息不适,自我高期望引发的休息冲突,0.7723
同侪努力引发的休息不适,同侪水平相近时的攀比压力,0.7886
同侪努力引发的休息不适,成就动机驱动,0.7091
同侪努力引发的休息不适,重要他人期望压力,0.6335
同侪努力引发的休息不适,同辈努力参照,0.8115
同侪努力引发的休息不适,社会焦虑氛围渗透,0.6802
同侪努力引发的休息不适,机构文化强调自律与进取,0.5454
同侪努力引发的休息不适,就业前景不确定性带来的压力,0.7458
同侪努力引发的休息不适,教育中缺乏对休闲正当性的认可,0.6588
同侪努力引发的休息不适,未完成任务压力,0.6965
同侪努力引发的休息不适,早期愧疚导向的教养方式,0.6415
同侪努力引发的休息不适,外部高期待压力,0.7402
同侪努力引发的休息不适,自我成就标准过高,0.7067
同侪努力引发的休息不适,对他人负面评价的恐惧,0.7079
同侪努力引发的休息不适,无意识的社会比较倾向,0.7379
同侪努力引发的休息不适,同辈群体的竞争氛围,0.8580
同侪努力引发的休息不适,社会竞争压力,0.8147
同侪努力引发的休息不适,自我要求严苛,0.6071
同侪努力引发的休息不适,内耗型思维模式,0.6789
同侪努力引发的休息不适,过度关注他人表现,0.7496
同侪努力引发的休息不适,资本主义社会对人的异化,0.4971
同侪努力引发的休息不适,价值条件化的教育影响,0.6546
同侪努力引发的休息不适,社会内卷与经济不安全感,0.6207
同侪努力引发的休息不适,同辈学业努力对比,0.8199
同侪努力引发的休息不适,自我成长期待冲突,0.6578
同侪努力引发的休息不适,家庭优先学习理念灌输,0.5619
同侪努力引发的休息不适,学校内卷化学习氛围,0.7340
同侪努力引发的休息不适,社会整体内卷风气,0.6641
同侪努力引发的休息不适,早期习惯内化,0.7087
同侪努力引发的休息不适,高压环境下的自动化思维,0.6093
同侪努力引发的休息不适,社会结构驱动的内卷压力,0.6379
同侪努力引发的休息不适,过高的自我要求,0.6561
同侪努力引发的休息不适,环境压力过大,0.7413
同侪努力引发的休息不适,成就导向的自我价值绑定,0.6607
同侪努力引发的休息不适,外部认可依赖,0.7841
同侪努力引发的休息不适,未达自我努力标准,0.7918
同侪努力引发的休息不适,焦虑敏感的个体特质,0.6525
同侪努力引发的休息不适,高压竞争的社会环境,0.8061
同侪努力引发的休息不适,应试教育塑造的行为惯性,0.6151
同侪努力引发的休息不适,过高自我目标设定,0.6295
同侪努力引发的休息不适,自我效能感不足,0.7619
同侪努力引发的休息不适,过度关注他人状态,0.6800
同侪努力引发的休息不适,自我敏感性过高,0.5669
同侪努力引发的休息不适,未来目标模糊,0.6141
同侪努力引发的休息不适,奋斗文化内化,0.7088
同侪努力引发的休息不适,奋斗价值观的文化传承,0.6451
同侪努力引发的休息不适,群体压力氛围,0.7327
同侪努力引发的休息不适,自我效能怀疑,0.6092
同侪努力引发的休息不适,社会生活节奏压迫感,0.6976
同侪努力引发的休息不适,高自我学业标准,0.7139
同侪努力引发的休息不适,升学目标驱动压力,0.6481
同侪努力引发的休息不适,学业压力内化,0.7025
同侪努力引发的休息不适,休息引发焦虑反应,0.7354
同侪努力引发的休息不适,早期价值观内化,0.7183
同侪努力引发的休息不适,同辈压力驱动的自我监控,0.7766
同侪努力引发的休息不适,理想自我与现实行为的落差,0.6409
同侪努力引发的休息不适,自动化负面思维模式,0.6480
同侪努力引发的休息不适,社会攀比压力,0.7947
同侪努力引发的休息不适,弥漫性焦虑氛围,0.5952
同侪努力引发的休息不适,亲密关系中的价值评判,0.6569
同侪努力引发的休息不适,家庭权威的期望压力,0.5482
同侪努力引发的休息不适,教育者传递的绩效焦虑,0.5810
同侪努力引发的休息不适,高压教养模式,0.5196
同侪努力引发的休息不适,成就导向型人格特质,0.6357
同侪努力引发的休息不适,目标紧迫性感知,0.6281
同侪努力引发的休息不适,计划秩序破坏敏感,0.5405
同侪努力引发的休息不适,效率至上信念,0.6211
同侪努力引发的休息不适,竞争压力下的自我不足感,0.7190
同侪努力引发的休息不适,外部比较压力,0.7324
同侪努力引发的休息不适,内在认知偏差,0.7676
同侪努力引发的休息不适,职场与校园文化规训,0.6742
同侪努力引发的休息不适,同辈压力驱动的休息不适,0.8728
同侪努力引发的休息不适,好胜性格引发的自我苛责,0.6480
同侪努力引发的休息不适,技术加速带来的紧迫感,0.6610
同侪努力引发的休息不适,对未来不确定性的焦虑,0.5763
同侪努力引发的休息不适,生存与生活压力的内化,0.6184
同侪努力引发的休息不适,他人评价的过度关注,0.6996
同侪努力引发的休息不适,幸福观的绩效化倾向,0.5860
同侪努力引发的休息不适,多源压力驱动的应然自我期待,0.6671
同侪努力引发的休息不适,自我设定目标未达成引发的内疚,0.6384
同侪努力引发的休息不适,代际劳动榜样内化,0.6451
同侪努力引发的休息不适,社会推崇进取文化,0.7888
同侪努力引发的休息不适,个人要强性格,0.6059
同侪努力引发的休息不适,高自我要求与完美主义倾向,0.7355
同侪努力引发的休息不适,时间经济化观念,0.6201
同侪努力引发的休息不适,勤劳美德内化,0.6918
同侪努力引发的休息不适,制度性过劳常态化,0.6634
同侪努力引发的休息不适,社会成功话语对休息的污名化,0.6854
同侪努力引发的休息不适,教育环境强调持续学习,0.5613
同侪努力引发的休息不适,社会内卷氛围压力,0.7822
同侪努力引发的休息不适,高压环境下的休息无效感,0.7324
同侪努力引发的休息不适,同辈竞争引发的休息愧疚,0.8302
同侪努力引发的休息不适,就业压力,0.7395
同侪努力引发的休息不适,时间管理失当,0.7142
同侪努力引发的休息不适,广泛性焦虑倾向,0.5446
同侪努力引发的休息不适,内卷环境引发的竞争压力,0.6825
同侪努力引发的休息不适,就业市场焦虑,0.7138
同侪努力引发的休息不适,休息等同于生命浪费,0.7082
同侪努力引发的休息不适,对未完成任务的恐惧,0.6459
同侪努力引发的休息不适,对目标的矛盾心理,0.7875
同侪努力引发的休息不适,未完成任务的压力,0.7060
同侪努力引发的休息不适,群体学习氛围的压迫感,0.7177
同侪努力引发的休息不适,就业前景焦虑,0.7556
同侪努力引发的休息不适,前途不确定性忧虑,0.6657
同侪努力引发的休息不适,家长期望负担,0.6113
同侪努力引发的休息不适,他人审视恐惧,0.6698
同侪努力引发的休息不适,内在成就驱力,0.7390
同侪努力引发的休息不适,未遵循个人休息计划,0.7658
同侪努力引发的休息不适,资源稀缺引发的生存焦虑,0.7353
同侪努力引发的休息不适,感知他人努力压力,0.7942
同侪努力引发的休息不适,自我高标准要求,0.6517
同侪努力引发的休息不适,不切实际的任务目标,0.6457
同侪努力引发的休息不适,高强度学业竞争感知,0.7268
同侪努力引发的休息不适,自我设定的高成就标准,0.7661
同侪努力引发的休息不适,对未来后果的灾难化预期,0.5388
同侪努力引发的休息不适,时间紧迫感,0.6449
同侪努力引发的休息不适,内在自我驱策,0.7408
同侪努力引发的休息不适,任务完成不确定性,0.7523
同侪努力引发的休息不适,竞争性社会环境压力,0.7935
同侪努力引发的休息不适,权威人物的价值观内化,0.6403
同侪努力引发的休息不适,努力与疲惫的内在冲突,0.7963
同侪努力引发的休息不适,社会整体奋进氛围的压力,0.8395
同侪努力引发的休息不适,外部高期望的内化,0.7278
同侪努力引发的休息不适,未来不确定性驱动的过度准备,0.5605
同侪努力引发的休息不适,多重压力叠加,0.7386
同侪努力引发的休息不适,竞争压力感知,0.7387
同侪努力引发的休息不适,应试教育内化的竞争焦虑,0.6333
同侪努力引发的休息不适,就业压力驱动的群体比较,0.7206
同侪努力引发的休息不适,经济独立紧迫感,0.6833
同侪努力引发的休息不适,同辈学业成就压力,0.7852
同侪努力引发的休息不适,教育灌输的效率至上观念,0.6127
同侪努力引发的休息不适,现实压力驱动的自我规训,0.6555
同侪努力引发的休息不适,自我定位模糊,0.6749
同侪努力引发的休息不适,就业导向的教育压力,0.6509
同侪努力引发的休息不适,被动卷入竞争环境,0.6459
同侪努力引发的休息不适,同伴成就引发的自我贬抑,0.8240
同侪努力引发的休息不适,高学业成就期待,0.7877
同侪努力引发的休息不适,未完成重要事务的自我责备,0.6679
同侪努力引发的休息不适,观察他人努力引发的相对懈怠感,0.8235
同侪努力引发的休息不适,竞争性评价体系压力,0.6041
同侪努力引发的休息不适,争强好胜的个性倾向,0.7787
同侪努力引发的休息不适,竞争劣势引发的焦虑投射,0.7100
同侪努力引发的休息不适,过度关注外部评价,0.7271
同侪努力引发的休息不适,学业进度压力,0.7642
同侪努力引发的休息不适,同伴内卷氛围引发的归因偏差,0.7370
同侪努力引发的休息不适,他人成就压力,0.7489
同侪努力引发的休息不适,思维反刍倾向,0.6973
同侪努力引发的休息不适,社会竞争环境强化,0.7716
同侪努力引发的休息不适,内在价值冲突,0.7408
同侪努力引发的休息不适,同辈竞争压力加剧,0.8156
同侪努力引发的休息不适,同伴学习行为引发的焦虑,0.7047
同侪努力引发的休息不适,成功焦虑驱动的自我监控,0.6872
同侪努力引发的休息不适,生存压力加剧,0.6921
同侪努力引发的休息不适,休闲活动的时间消耗感,0.6847
同侪努力引发的休息不适,社会竞争氛围内化,0.6839
同侪努力引发的休息不适,填鸭式教育经历,0.5861
同侪努力引发的休息不适,社会比较压力,0.7858
同侪努力引发的休息不适,效率至上价值观,0.5964
同侪努力引发的休息不适,对落后于他人的担忧,0.7137
